,filename,euclidean_distance,value_near_1,value_near_2,value_near_3,value_near_4,value_near_5,value_near_6,value_near_7,value_near_8,value_near_9,value_near_10
88,obj6__34.png,0.039951570263384695,0.039900289620182224,0.03985345680387818,0.03979630235530694,0.03971325230203558,0.039534651194183874,0.039490007417664875,0.03948201118578131,0.039432187136580615,0.039344144168349485,0.03932424554303395
89,obj2__43.png,0.037177852017492276,0.03705624564412983,0.036865363357824935,0.03586084502443852,0.0355290143778959,0.0352757726732033,0.03519626229599666,0.03518390386982319,0.03504390571702108,0.03504333962573212,0.03503307810653897
90,obj1__8.png,0.03804003375069781,0.03796989816848711,0.03795542343798643,0.03788926281710718,0.03785083293198367,0.03784171157156274,0.03781326582163345,0.03780555696202021,0.03779891635974315,0.037782427432566386,0.037753865608957535
91,obj7__45.png,0.037752943885682615,0.037573789567026734,0.03751534965090837,0.037391063475548346,0.03734396697403729,0.03710427148365363,0.037081905045389864,0.03698393640566022,0.03697645457264532,0.036875416571507065,0.036833018827580714
92,obj16__51.png,0.03947072078165986,0.03927142594957421,0.03911700148661246,0.039007467152846774,0.03899055158790467,0.03889530541214767,0.03887538345840162,0.03886656097234872,0.038798723809678054,0.03879477350845924,0.038688281894791454
93,obj14__58.png,0.04067252649939944,0.04052354658919853,0.040473184208557486,0.04047277910571559,0.04043767684137421,0.04033880109233184,0.040333735352184874,0.040311947075826186,0.040274473964607545,0.04023348975853064,0.04013251714208506
94,obj7__67.png,0.03672564331511118,0.03671621672200503,0.036560569124194704,0.03652971947243206,0.03640304976016229,0.036208653401836384,0.03573177792936297,0.03565182227275283,0.03552328635174272,0.03546145620117304,0.03542750189046577
95,obj8__29.png,0.043190738035720475,0.04279132123717213,0.04175317914804892,0.0412523460511188,0.03901421122367735,0.03894546917922461,0.038831554019311376,0.038614448657974976,0.03860982659937067,0.03840820991156711,0.038405532499116796
96,obj13__58.png,0.04229649988683392,0.04218105237031838,0.03845708883164472,0.038377525182677036,0.03833066006086648,0.03825883211125122,0.03824275638266467,0.03821014677670729,0.038099256680329936,0.037968889735155095,0.03792943019361729
97,obj3__39.png,0.040912936386475265,0.0408381272135967,0.040595519767634904,0.04040990808301467,0.04038115790771934,0.04036449794100246,0.04015577801506946,0.04011969562301747,0.0400479792423411,0.03992307876375351,0.03965300853587155
98,obj8__48.png,0.04185006988211733,0.04181136082257157,0.04082194251384412,0.04038488406173097,0.03952050671871772,0.03912243021279532,0.038512321630126675,0.03832918674996126,0.038241076502716236,0.03795602416575823,0.037724700872774006
99,obj3__26.png,0.04120544506907148,0.04112669280220697,0.04064547736822831,0.04061857608012517,0.04054345947821709,0.040393054115006086,0.04037642730054769,0.04015817700364098,0.04012271618609878,0.04004518661954206,0.0400422389796658
100,obj15__69.png,0.04153230826056608,0.04144142683370141,0.04135772614370317,0.04134696690636491,0.04133978427106453,0.04127008041511895,0.04121890865631195,0.041100744669666046,0.04109486425475135,0.04099141169243629,0.04096163278269621
101,obj6__37.png,0.04005211799586332,0.040002946887849895,0.039987653991318484,0.039853349048136165,0.03972763858344462,0.039542235349568126,0.039480215232707054,0.039439093674621825,0.039423863578603106,0.03939149134322264,0.03935684471852426
102,obj7__47.png,0.03885294168462821,0.038528180560649064,0.038009749613076835,0.03793177705220315,0.037825766183013795,0.037699711611948246,0.03766039368532266,0.03737147148816776,0.03731791972561288,0.03712338773343691,0.037023690935831494
103,obj13__49.png,0.04185568760440577,0.041693393484083956,0.039376810018961025,0.03934737722694009,0.03930975854347561,0.039238113092908505,0.03922066429013754,0.039071621774230944,0.03900747334341052,0.038988600451618144,0.038900152752089835
104,obj20__58.png,0.04056136401951203,0.04044445644527821,0.040385321189345236,0.040267597476084244,0.039969135309515534,0.03994157510008256,0.039924397001592254,0.039846358142153385,0.03978000163705261,0.03977910321621554,0.03968417419934448
105,obj2__9.png,0.0367058760159046,0.03661091090043527,0.036522241547947226,0.036301103504567014,0.03629389221126068,0.03620392251138897,0.03613820596423865,0.0361138781145369,0.03606640002600754,0.03602899283830848,0.03595423388680078
106,obj8__10.png,0.042168805760430826,0.04195157395916235,0.04082933102930864,0.04032561079858276,0.03921058730280444,0.039206719215342224,0.039196367742818296,0.03919306392501238,0.039119149097685886,0.03910849664237336,0.03910845574714663
107,obj9__68.png,0.03861994113374039,0.03859836232213722,0.03839372279823687,0.038379900518663836,0.0383772482618406,0.03835855193911762,0.03832538821280128,0.03832350568390041,0.038199941881732875,0.03816999480879949,0.03815206159851457
108,obj11__20.png,0.04518150335282953,0.044903422290831205,0.04369158505300463,0.0431264090570998,0.04128745599485441,0.04086483081816876,0.04048256347306169,0.04019702201391385,0.03985631702435068,0.0397098179576878,0.03954092263308927
109,obj17__17.png,0.039857269687082086,0.039856145214614176,0.03976427460799138,0.039738995125251746,0.03968751371456759,0.0396575036540414,0.03963998353716231,0.03957637862551135,0.039572740362137454,0.03956938774681658,0.039562455850034026
110,obj4__65.png,0.03933143694320074,0.03893618427905577,0.038920403574102626,0.03888884977278528,0.03879624256100746,0.038753126696964894,0.03869119089813151,0.03867191828829568,0.03854073811561876,0.038509776837398715,0.038436718619957275
111,obj12__9.png,0.04002079103115059,0.039672452745599225,0.03866132555371187,0.03861892628742326,0.03856688911682707,0.038545216704973656,0.03851286674558973,0.038442413712099804,0.038396044805611096,0.03832667631828078,0.03831653045749061
112,obj2__8.png,0.03649268248891423,0.03633170865042995,0.03621330892532311,0.035995193580939944,0.03596858672052783,0.03591169013054514,0.035863401905020124,0.03582908865612086,0.03582154408227411,0.035806722785577824,0.03575555036446623
113,obj16__58.png,0.03933062374717569,0.039099273190648,0.03904255522682484,0.03893925957775334,0.03893033335878136,0.03891279617434546,0.038899055367659835,0.03885891642268853,0.03885051497127564,0.03881599740016122,0.03876295480216493
114,obj3__53.png,0.03728753504591772,0.03720641359225592,0.03705463182675566,0.036914941104560624,0.036857975063227605,0.03655742933599805,0.03644906879459145,0.03632183601288794,0.036283672819484684,0.03611226588373121,0.03603425830177384
115,obj7__10.png,0.038172985641195825,0.037953762858678144,0.037519381703765585,0.037475045995826135,0.03740285711342074,0.03729224150359288,0.03706519458180955,0.03675459530129099,0.036741236297499195,0.03669973022999162,0.036684148066119124
116,obj10__13.png,0.04347942626843575,0.04322705077704891,0.04194683112534766,0.04119708183703431,0.04078110835126322,0.040522503911409415,0.040252120826585656,0.039786194548126354,0.03947206341272634,0.03895362080119447,0.038796183128472175
117,obj4__8.png,0.041044835278810664,0.04091266534930636,0.03812665571519493,0.03800805691737179,0.037959582332646735,0.037956090357851135,0.03795097335044734,0.03793392363579177,0.037868462664294916,0.037857278693960515,0.03783249547376348
118,obj17__1.png,0.03965339101525444,0.039644184940948936,0.039614095105325584,0.03959318746071303,0.039552760050123335,0.039545634327809324,0.039516899292827846,0.03951384154441374,0.039510341134547745,0.039509201836518786,0.03948763044217587
119,obj20__14.png,0.0403674323311529,0.040338868463881884,0.039932165201238094,0.03974072995267026,0.0397174905685874,0.03968895054407116,0.03950755724392521,0.039501670763322075,0.039447358607539854,0.03934122770654922,0.039321285063891646
120,obj5__69.png,0.03919302850485752,0.039087585482523966,0.039042148792937166,0.0386462412778614,0.03848477969435635,0.038244735275520934,0.03818997573530192,0.0381674085017723,0.03813997602291961,0.03808554778786266,0.03801738617578075
121,obj12__12.png,0.04049894790612253,0.04016539215377993,0.03906283777902346,0.03904083626611575,0.038951969685531475,0.03893777971010358,0.03889993954611922,0.038881833574240895,0.03880811267966575,0.038788331226314844,0.038770425239735846
122,obj15__10.png,0.04180643990228902,0.04170425562710282,0.04169091722260331,0.04165307575462985,0.04159138336395464,0.0415471591333311,0.04148286486461696,0.04143694436564561,0.041407990732343185,0.04138116439248892,0.04133844170217032
123,obj5__34.png,0.03973018327503966,0.03966767781939194,0.03949168252533538,0.039332509623393686,0.039111772577225035,0.039086664855363176,0.03904932183438892,0.03898319456330298,0.03897766684262599,0.038941199504085366,0.038934724839276534
124,obj19__14.png,0.038510304859949336,0.0383666150004244,0.03827629293159915,0.037942289735540896,0.03690808922302539,0.036540327091511816,0.03643731871805183,0.03641505645247165,0.0361838817072105,0.03612357388247008,0.036074989500779545
125,obj10__5.png,0.04032109088671319,0.040086654971900254,0.038453644177750324,0.038108719517520484,0.0372024979787926,0.037150609573898166,0.03710094065402753,0.037072041115132986,0.03706448726174774,0.036862387268097756,0.03681802711000635
